"Dissemination Area (DA)","Province","DA Population","Residential instability Quintiles","Residential instability Scores","Ethno-cultural composition Quintiles","Ethno-cultural composition Scores","Economic dependency Quintiles","Economic dependency Scores","Situational vulnerability Quintiles","Situational vulnerability Scores"
48170221,Alberta,2285,2,-0.784,3,-0.197,4,0.222,4,0.43
48170222,Alberta,420,4,0.306,4,0.016,2,-0.536,5,0.617
48170223,Alberta,1530,1,-0.936,3,-0.25,2,-0.644,5,0.74
48170224,Alberta,1350,1,-1.392,4,0.51,3,-0.266,5,1.145
48170225,Alberta,1010,1,-1.573,4,0.564,3,-0.206,5,1.725
48170236,Alberta,1395,1,-1.653,5,1.431,4,0.665,5,2.221
48170239,Alberta,355,1,-1.196,4,-0.013,2,-0.613,5,0.726
48170240,Alberta,495,2,-0.628,2,-0.772,2,-0.346,5,0.493
48170241,Alberta,365,3,-0.358,3,-0.149,1,-0.845,4,0.015
48170242,Alberta,300,4,0.461,3,-0.487,1,-1.14,5,0.899
48170243,Alberta,420,4,0.591,3,-0.352,4,0.651,3,-0.331
48170245,Alberta,355,2,-0.754,2,-0.684,5,0.915,5,1.478
48170246,Alberta,255,2,-0.622,3,-0.5,2,-0.744,5,0.529
48170248,Alberta,665,1,-1.131,2,-0.627,2,-0.552,4,0.271
48170249,Alberta,545,1,-1.118,2,-0.646,4,0.189,5,0.506
48170250,Alberta,295,4,0.06,2,-0.722,3,0.088,5,0.818
48170253,Alberta,605,1,-1.125,4,0.464,4,0.131,5,1.681
48170254,Alberta,790,1,-0.969,3,-0.287,3,-0.24,5,1.411
48170257,Alberta,650,1,-0.983,1,-0.793,2,-0.479,2,-0.578
48170258,Alberta,535,1,-0.896,2,-0.752,2,-0.478,3,-0.24
48170259,Alberta,405,4,0.514,2,-0.538,1,-0.914,5,0.736
48170264,Alberta,440,3,-0.441,4,0.321,3,-0.282,5,6.466
48170270,Alberta,275,2,-0.769,3,-0.339,5,1.408,5,5.71
48170278,Alberta,780,3,-0.354,3,-0.231,1,-1.019,5,2.658
48170279,Alberta,505,1,-1.16,3,-0.363,2,-0.684,5,4.179
48170283,Alberta,345,1,-0.839,2,-0.724,4,0.297,5,2.068
48170284,Alberta,770,1,-1.162,2,-0.655,2,-0.631,3,-0.06
48170289,Alberta,440,2,-0.582,1,-0.932,3,-0.151,5,1.232
48170290,Alberta,350,2,-0.641,1,-0.935,5,0.779,3,-0.065
48170291,Alberta,660,3,-0.274,3,-0.132,1,-1.647,5,0.547
48170292,Alberta,425,1,-1.237,3,-0.295,1,-1.377,5,0.517
48170293,Alberta,285,1,-0.912,3,-0.164,1,-1.53,4,0.222
48170294,Alberta,415,1,-0.899,3,-0.241,1,-1.478,4,0.303
48170295,Alberta,325,4,-0.011,3,-0.411,1,-1.041,4,0.098
48170296,Alberta,540,2,-0.76,3,-0.286,1,-1.395,4,0.352
48170298,Alberta,570,4,0.777,3,-0.167,1,-1.066,4,0.316
48170299,Alberta,40,5,1.352,1,-1.024,2,-0.337,5,3.387
48170300,Alberta,435,3,-0.046,4,0.018,1,-1.424,4,-0.007
48170301,Alberta,440,5,0.877,3,-0.33,1,-1.215,5,2.131
48170302,Alberta,490,4,0.261,4,0.281,1,-1.29,5,1.71
48170303,Alberta,955,4,0.018,3,-0.147,1,-1.456,5,0.843
48170304,Alberta,420,4,0.572,4,0.162,1,-1.103,5,1.42
48170305,Alberta,695,4,0.147,4,0.452,1,-1.604,5,0.625
48170306,Alberta,405,2,-0.736,2,-0.614,3,0.05,4,0.136
48170308,Alberta,540,1,-1.092,1,-0.846,3,0.078,4,0.254
48170309,Alberta,445,2,-0.623,2,-0.707,3,-0.307,5,0.988
48170310,Alberta,775,4,0.057,3,-0.397,5,0.747,5,5.678
48170311,Alberta,485,3,-0.162,1,-0.916,5,1.622,5,1.386
48170316,Alberta,400,2,-0.654,3,-0.113,5,0.771,5,4.647
48170318,Alberta,165,4,0.518,3,-0.158,4,0.544,5,2.176
48170326,Alberta,300,2,-0.79,2,-0.74,4,0.314,5,4.137
48170327,Alberta,495,1,-0.964,4,-0.01,4,0.181,5,5.877
48170329,Alberta,735,3,-0.38,4,0.271,4,0.649,5,7.892
48170330,Alberta,145,2,-0.72,3,-0.248,5,1.477,5,10.977
48170332,Alberta,650,3,-0.04,3,-0.208,2,-0.759,5,1.612
48170333,Alberta,480,4,0.321,2,-0.7,3,-0.269,5,1.807
48170334,Alberta,415,4,0.476,3,-0.121,1,-1.003,3,-0.242
48170335,Alberta,360,4,0.241,3,-0.366,2,-0.449,5,1.082
48170336,Alberta,385,4,0.748,4,0.471,1,-1.445,5,0.75
48170337,Alberta,350,3,-0.185,1,-0.96,3,-0.154,5,0.613
48170338,Alberta,700,3,-0.291,3,-0.479,4,0.411,5,5.178
48170340,Alberta,250,1,-0.846,1,-0.855,4,0.444,5,0.835
48170341,Alberta,320,2,-0.78,2,-0.6,5,0.946,5,5.62
48170342,Alberta,230,2,-0.659,2,-0.57,5,0.868,5,1.862
48170343,Alberta,305,3,-0.216,1,-0.942,3,-0.018,5,1.057
48170344,Alberta,275,1,-0.848,1,-0.935,1,-0.795,3,-0.032
48170345,Alberta,385,3,-0.461,2,-0.599,1,-0.851,4,0.286
48170348,Alberta,1870,1,-1.122,5,2.117,4,0.23,5,9.666
48170349,Alberta,615,1,-1.082,5,1.557,4,0.42,5,9.152
48170352,Alberta,335,4,0.048,2,-0.588,1,-1.747,4,0.029
48170354,Alberta,335,2,-0.685,1,-1.103,2,-0.66,4,0.067
48170355,Alberta,305,1,-0.91,2,-0.575,4,0.407,5,0.974
48170356,Alberta,805,1,-1.031,2,-0.711,2,-0.722,4,0.001
48170358,Alberta,600,1,-1.009,2,-0.562,3,-0.012,4,0.356
48170360,Alberta,415,1,-0.872,1,-0.973,4,0.518,2,-0.45
48170363,Alberta,360,1,-1.18,2,-0.533,3,-0.296,5,1.466
48170366,Alberta,550,2,-0.614,4,0.078,3,0.077,5,3.064
48170370,Alberta,390,1,-0.92,2,-0.614,3,-0.226,5,1.796
48170371,Alberta,95,5,1.135,1,-1.122,2,-0.384,5,6.521
48170378,Alberta,195,3,-0.319,3,-0.244,1,-1.63,5,3.49
48170379,Alberta,475,1,-0.976,3,-0.153,2,-0.462,5,5.58
48170383,Alberta,645,2,-0.513,3,-0.179,3,-0.183,5,4.338
48170390,Alberta,335,2,-0.624,3,-0.521,5,1.114,5,3.764
48170391,Alberta,535,1,-0.917,3,-0.406,3,-0.268,5,0.855
48170401,Alberta,295,2,-0.785,3,-0.301,4,0.556,5,1.36
48170402,Alberta,235,1,-0.99,4,0.058,3,-0.169,4,0.25
48170403,Alberta,655,2,-0.746,4,0.082,5,0.814,5,7.913
48170404,Alberta,830,1,-1.279,4,0.058,2,-0.421,5,1.384
48170406,Alberta,590,1,-0.951,4,0.139,2,-0.671,5,4.677
48180036,Alberta,635,2,-0.708,1,-0.848,2,-0.546,3,-0.104
48180037,Alberta,560,1,-0.833,1,-0.908,2,-0.712,3,-0.064
48180038,Alberta,645,3,-0.372,1,-0.962,1,-0.829,4,0.162
48180039,Alberta,715,1,-0.835,1,-0.799,4,0.317,5,0.712
48180041,Alberta,515,3,-0.111,3,-0.147,5,0.855,5,6.317
48180042,Alberta,775,4,-0.008,3,-0.27,4,0.282,5,5.859
48180043,Alberta,640,1,-0.834,1,-0.881,3,0.033,4,0.384
48180044,Alberta,640,4,0.502,3,-0.15,2,-0.708,5,1.64
48180045,Alberta,565,3,-0.279,3,-0.401,4,0.336,4,0.376
48180046,Alberta,350,4,0.106,3,-0.365,1,-1.44,5,1.445
48180047,Alberta,520,1,-0.949,2,-0.769,2,-0.497,4,0.184
48180048,Alberta,530,1,-1.177,2,-0.658,2,-0.487,5,0.563
48180049,Alberta,285,4,0.08,4,-0.043,2,-0.383,5,0.542
48180050,Alberta,475,2,-0.627,3,-0.443,2,-0.58,3,-0.173
48180051,Alberta,350,2,-0.687,2,-0.54,1,-1.686,3,-0.04
48180052,Alberta,515,2,-0.699,2,-0.78,1,-1.123,4,0.271
48180053,Alberta,980,1,-0.875,3,-0.473,2,-0.599,5,1.331
48180054,Alberta,400,2,-0.497,2,-0.633,4,0.189,5,0.784
48180055,Alberta,155,5,1.456,1,-0.852,4,0.434,2,-0.463
48180056,Alberta,320,1,-0.855,2,-0.617,2,-0.405,5,0.893
48180057,Alberta,385,2,-0.641,2,-0.788,3,-0.167,4,0.355
48180058,Alberta,540,2,-0.779,1,-0.801,1,-1.396,2,-0.502
48180059,Alberta,530,4,0.037,1,-0.882,1,-0.972,3,-0.322
48180060,Alberta,605,3,-0.257,4,0.141,2,-0.616,3,-0.165
48190148,Alberta,345,2,-0.668,1,-0.884,3,-0.126,5,0.52
48190149,Alberta,505,1,-1.116,1,-0.878,1,-0.933,3,-0.087
48190150,Alberta,555,1,-0.996,2,-0.764,1,-0.842,4,0.144
48190151,Alberta,340,2,-0.487,1,-1.036,1,-0.875,4,0.131
48190152,Alberta,255,1,-0.959,1,-1.222,1,-1.186,4,0.031
48190153,Alberta,465,4,0.352,2,-0.563,4,0.451,5,0.85
48190154,Alberta,395,2,-0.655,1,-0.95,3,0.101,3,-0.071
48190155,Alberta,430,3,-0.05,1,-0.859,4,0.624,4,0.419
48190156,Alberta,415,3,-0.267,2,-0.784,3,-0.155,5,0.535
48190157,Alberta,520,2,-0.789,1,-0.927,3,-0.016,4,0.293
48190158,Alberta,745,1,-1.226,2,-0.56,2,-0.758,5,0.448
48190159,Alberta,340,1,-0.875,2,-0.554,1,-1.005,4,0.36
48190160,Alberta,580,2,-0.617,1,-0.873,1,-0.93,4,0.073
48190164,Alberta,825,3,-0.187,2,-0.668,2,-0.545,3,-0.093
48190165,Alberta,585,3,-0.422,3,-0.516,2,-0.584,5,0.741
48190166,Alberta,1010,2,-0.65,2,-0.672,1,-1.038,4,0.344
48190168,Alberta,670,1,-1.065,1,-0.882,1,-1.22,3,-0.069
48190169,Alberta,1080,1,-0.992,2,-0.752,1,-1.196,3,-0.093
48190170,Alberta,405,1,-1.011,2,-0.546,1,-1.359,4,0.047
48190171,Alberta,815,1,-0.843,1,-0.803,2,-0.338,3,-0.026
48190172,Alberta,1410,1,-1.167,1,-0.819,2,-0.632,2,-0.426
48190175,Alberta,2770,3,-0.167,3,-0.119,1,-1.667,4,0.027
48190176,Alberta,810,1,-0.877,3,-0.306,1,-1.54,3,-0.128
48190177,Alberta,440,1,-1.031,3,-0.497,1,-1.868,2,-0.564
48190178,Alberta,505,2,-0.579,3,-0.468,3,-0.164,3,-0.254
48190179,Alberta,595,4,0.033,2,-0.636,4,0.449,3,-0.081
48190180,Alberta,610,3,-0.233,3,-0.253,1,-0.952,4,0.142
48190181,Alberta,465,4,0.566,3,-0.17,2,-0.532,5,2.309
48190182,Alberta,425,4,0.139,3,-0.456,2,-0.769,5,1.35
48190183,Alberta,615,3,-0.14,3,-0.39,3,-0.02,5,0.966
48190184,Alberta,555,3,-0.454,3,-0.336,2,-0.384,3,-0.189
48190187,Alberta,470,3,-0.157,3,-0.291,1,-1.235,2,-0.418
48190190,Alberta,755,3,-0.374,4,0.398,1,-1.306,4,0.21
48190191,Alberta,720,2,-0.683,2,-0.54,3,-0.091,1,-0.778
48190197,Alberta,390,4,0.069,3,-0.164,2,-0.593,5,0.981
48190199,Alberta,510,5,2.458,5,0.997,2,-0.72,5,0.53
48190204,Alberta,405,5,1.192,5,1.009,5,0.73,5,1.445
48190205,Alberta,1000,5,1.135,4,0.097,1,-0.982,5,1.673
48190206,Alberta,365,2,-0.686,3,-0.465,2,-0.577,5,0.582
48190208,Alberta,675,4,0.59,2,-0.593,1,-1.029,5,0.734
48190210,Alberta,390,5,2.434,4,0.456,2,-0.69,5,1.082
48190211,Alberta,590,3,-0.468,2,-0.682,1,-0.785,4,0.373
48190212,Alberta,435,2,-0.558,2,-0.666,2,-0.343,4,0.386
48190213,Alberta,550,2,-0.599,2,-0.586,1,-0.869,4,0.287
48190214,Alberta,980,3,-0.424,2,-0.554,1,-1.353,5,0.451
48190216,Alberta,650,5,0.88,3,-0.423,2,-0.577,5,0.445
48190217,Alberta,425,5,1.457,2,-0.623,3,0.007,2,-0.334
48190218,Alberta,510,3,-0.251,2,-0.649,1,-1.377,4,0.275
48190219,Alberta,495,1,-0.922,1,-0.852,2,-0.713,4,0.43
48190220,Alberta,535,1,-1.002,3,-0.334,1,-1.349,2,-0.598
48190221,Alberta,290,1,-0.967,3,-0.522,1,-1.579,3,-0.332
48190224,Alberta,355,3,-0.18,3,-0.282,1,-0.997,5,0.63
48190225,Alberta,430,2,-0.527,1,-0.808,1,-1.32,2,-0.533
48190226,Alberta,480,2,-0.591,4,0.282,1,-1.346,4,0.138
48190227,Alberta,530,4,0.659,2,-0.574,1,-1.427,4,0.233
48190228,Alberta,305,3,-0.377,3,-0.454,2,-0.461,2,-0.387
48190232,Alberta,790,1,-0.858,1,-0.797,2,-0.607,1,-0.798
48190234,Alberta,405,3,-0.131,3,-0.124,1,-1.547,4,0.119
48190238,Alberta,380,4,0.084,3,-0.405,2,-0.401,5,0.809
48190241,Alberta,630,2,-0.68,2,-0.669,1,-0.892,5,0.722
48190243,Alberta,485,5,1.833,3,-0.186,2,-0.549,5,1.424
48190245,Alberta,430,5,1.912,2,-0.688,5,1.108,4,-0.003
48190246,Alberta,635,1,-1.336,2,-0.618,2,-0.734,2,-0.486
48190247,Alberta,610,3,-0.293,2,-0.555,1,-1.214,4,0.14
48190248,Alberta,525,2,-0.652,3,-0.527,1,-0.955,5,0.832
48190249,Alberta,300,3,-0.098,1,-0.922,2,-0.512,4,0.003
48190250,Alberta,590,1,-0.991,1,-0.878,1,-0.845,3,-0.237
48190251,Alberta,475,2,-0.808,2,-0.723,3,-0.216,4,0.155
48190252,Alberta,505,1,-1.283,1,-0.939,2,-0.626,3,-0.229
48190253,Alberta,600,2,-0.546,2,-0.764,2,-0.404,3,-0.194
48190254,Alberta,475,3,-0.197,2,-0.776,2,-0.414,5,0.837
48190255,Alberta,530,4,0.344,3,-0.101,4,0.378,4,0.327
48190256,Alberta,610,3,-0.41,2,-0.744,3,-0.27,4,0.212
48190257,Alberta,390,1,-1.022,1,-0.916,2,-0.459,3,-0.165
48190258,Alberta,475,1,-1.206,1,-0.794,1,-0.832,4,0.178
48190259,Alberta,475,1,-1.041,3,-0.435,2,-0.753,2,-0.414
48190260,Alberta,665,3,-0.309,3,-0.525,4,0.35,5,0.692
48190261,Alberta,465,3,-0.329,2,-0.719,3,-0.105,5,0.709
48190262,Alberta,490,3,-0.26,4,-0.018,2,-0.396,5,6.2
48190263,Alberta,455,2,-0.648,1,-0.85,1,-1.184,3,-0.04
48190264,Alberta,535,1,-1.022,2,-0.609,3,-0.292,5,0.494
48190265,Alberta,375,1,-0.914,1,-0.961,3,-0.082,2,-0.409
48190266,Alberta,690,3,-0.144,2,-0.715,1,-1.066,5,0.946
48190267,Alberta,350,4,0.124,2,-0.586,3,-0.113,5,0.718
48190269,Alberta,450,4,-0.026,2,-0.721,1,-1.516,5,0.756
48190270,Alberta,400,2,-0.541,1,-0.842,3,-0.159,4,0.443
48190271,Alberta,295,3,-0.382,1,-0.977,5,1.268,1,-0.685
48190272,Alberta,430,1,-0.91,1,-0.928,4,0.612,4,0.329
48190273,Alberta,405,2,-0.692,1,-0.85,2,-0.646,3,-0.106
48190274,Alberta,505,4,0.062,2,-0.778,2,-0.571,3,-0.272
48190275,Alberta,400,4,0.599,2,-0.764,4,0.426,5,0.547
48190276,Alberta,345,4,0.391,3,-0.511,3,-0.253,3,-0.285
48190277,Alberta,485,3,-0.36,1,-0.805,3,-0.151,3,-0.213
48190278,Alberta,550,3,-0.329,3,-0.184,2,-0.763,3,-0.234
48190279,Alberta,410,2,-0.652,1,-0.924,4,0.461,5,1.172
48190280,Alberta,415,3,-0.246,2,-0.743,5,1.428,5,1.212
48190281,Alberta,425,1,-0.883,2,-0.731,1,-1.356,3,-0.089
48190282,Alberta,335,2,-0.589,2,-0.723,4,0.306,5,1.078
48190285,Alberta,500,2,-0.689,1,-0.906,4,0.43,5,0.476
48190286,Alberta,605,2,-0.612,2,-0.72,3,-0.131,5,1.387
48190287,Alberta,670,4,0.042,2,-0.548,4,0.318,5,1.102
48190288,Alberta,695,3,-0.403,1,-0.869,1,-1.327,4,-0.008
48190289,Alberta,300,3,-0.062,3,-0.522,1,-0.94,5,1.203
48190290,Alberta,485,3,-0.072,3,-0.233,4,0.265,5,1.041
48190291,Alberta,340,4,-0.031,1,-0.942,4,0.311,4,0.187
48190292,Alberta,635,1,-1.009,2,-0.676,3,-0.078,4,0.328
48190293,Alberta,545,4,0.489,4,0.11,3,-0.263,4,0.324
48190294,Alberta,1120,2,-0.75,3,-0.169,1,-1.627,2,-0.338
48190295,Alberta,455,3,-0.458,3,-0.272,1,-0.971,4,0.155
48190296,Alberta,620,2,-0.624,4,-0.03,1,-0.862,5,0.489
48190297,Alberta,530,4,0.682,4,0.036,1,-1.325,5,0.504
48190298,Alberta,315,5,1.375,4,0.3,2,-0.365,5,0.502
48190299,Alberta,400,4,0.644,2,-0.628,2,-0.737,5,1.917
48190300,Alberta,470,5,2.462,4,0.162,1,-1.468,5,1.294
48190301,Alberta,460,2,-0.633,2,-0.654,1,-0.887,4,0.022
48190302,Alberta,365,2,-0.53,2,-0.536,2,-0.596,5,0.573
48190303,Alberta,615,4,0.133,3,-0.472,1,-1.499,5,1.01
48190305,Alberta,365,2,-0.825,1,-1.092,2,-0.557,2,-0.535
48190306,Alberta,225,3,-0.144,1,-0.836,4,0.537,2,-0.479
48190307,Alberta,335,1,-1.198,1,-0.862,1,-1.282,4,0.144
48190308,Alberta,490,4,-0.004,3,-0.482,3,-0.265,3,-0.115
48190309,Alberta,355,4,0.673,2,-0.714,4,0.201,5,0.574
48190312,Alberta,400,2,-0.663,1,-0.994,2,-0.729,4,0.048
48190313,Alberta,150,2,-0.658,1,-1.273,2,-0.425,4,0.066
48190314,Alberta,240,3,-0.124,2,-0.55,2,-0.404,5,0.757
48190315,Alberta,390,2,-0.773,2,-0.548,2,-0.604,5,1.255
48190358,Alberta,575,4,0.433,4,-0.008,1,-0.803,5,0.594
48190360,Alberta,1205,3,-0.268,4,-0.069,1,-1.642,2,-0.602
48190363,Alberta,1640,3,-0.2,4,0.209,1,-1.251,3,-0.134
48190364,Alberta,2035,5,0.882,4,0.611,1,-1.306,4,0.009
48190367,Alberta,265,5,1.393,5,0.801,2,-0.464,5,1.333
48190368,Alberta,365,5,1.043,3,-0.266,1,-1.262,5,1.348
48190369,Alberta,315,5,2.134,4,0.236,2,-0.723,5,0.592
48190372,Alberta,465,2,-0.676,1,-0.918,3,0.113,3,-0.14
48190376,Alberta,380,3,-0.255,4,0.175,5,0.899,3,-0.059
48190377,Alberta,395,5,1.623,4,-0.026,1,-1.516,5,0.653
48190378,Alberta,270,4,0.768,1,-0.989,5,0.851,4,0.356
48190379,Alberta,575,2,-0.527,3,-0.318,2,-0.628,4,0.129
48190382,Alberta,290,3,-0.396,2,-0.587,2,-0.579,5,1.466
48190383,Alberta,865,3,-0.298,3,-0.397,3,-0.254,5,1.055
48190384,Alberta,685,4,0.363,3,-0.449,3,0.087,4,0.153
48190385,Alberta,450,2,-0.566,3,-0.508,2,-0.38,4,0.423
48190386,Alberta,505,5,0.987,4,0.218,1,-1.407,5,0.656
48190387,Alberta,710,4,0.266,4,0.063,1,-2.051,4,0.06
48190388,Alberta,880,2,-0.826,2,-0.546,1,-1.56,3,-0.033
48190389,Alberta,190,3,-0.397,2,-0.557,4,0.633,3,-0.171
48190390,Alberta,485,1,-0.855,2,-0.763,3,-0.272,2,-0.46
48190391,Alberta,390,5,1.261,4,0.244,1,-1.098,5,1.192
48190393,Alberta,145,4,0.213,1,-1.117,2,-0.638,1,-0.811
48190394,Alberta,460,5,1.827,5,1.687,2,-0.532,5,1.469
48190396,Alberta,650,5,2.245,4,0.355,3,-0.193,3,-0.192
48190397,Alberta,660,5,1.962,4,0.574,2,-0.622,5,1.676
48190398,Alberta,420,3,-0.086,3,-0.094,1,-1.399,3,-0.067
48190401,Alberta,1025,2,-0.799,3,-0.348,1,-1.763,3,-0.161
48190402,Alberta,1950,3,-0.379,3,-0.316,1,-2.136,2,-0.357
48190403,Alberta,1180,4,0.693,3,-0.321,1,-1.684,4,0.214
48190404,Alberta,530,5,1.318,3,-0.31,1,-1.057,4,0.15
48190406,Alberta,715,3,-0.157,4,0.158,1,-1.501,4,0.327
48190407,Alberta,355,3,-0.053,2,-0.636,2,-0.583,4,0.28
48190408,Alberta,295,4,0.218,4,0.569,1,-0.918,4,0.282
48190409,Alberta,440,5,1.306,2,-0.703,3,-0.269,5,0.875
48190410,Alberta,1035,1,-1.125,2,-0.581,2,-0.515,3,-0.208
48190411,Alberta,950,2,-0.526,3,-0.364,1,-1.725,3,-0.089
48190415,Alberta,1875,4,0.142,4,-0.062,1,-1.868,3,-0.214
48190417,Alberta,1120,1,-0.992,3,-0.444,1,-1.482,3,-0.174
48190418,Alberta,1170,4,0.517,3,-0.101,1,-1.85,3,-0.332
48190419,Alberta,790,2,-0.524,3,-0.367,1,-1.691,4,0.004
48190421,Alberta,455,3,-0.113,3,-0.492,1,-1.665,4,0.034
48190422,Alberta,965,3,-0.136,3,-0.178,1,-1.591,4,0.185
48190423,Alberta,445,3,-0.389,3,-0.404,1,-1.647,4,0.162
48190424,Alberta,920,1,-1.003,2,-0.708,2,-0.767,2,-0.59
48190427,Alberta,1610,5,1.939,4,0.51,1,-0.794,3,-0.034
48190429,Alberta,470,1,-1.207,1,-0.889,1,-0.857,3,-0.032
48190437,Alberta,1120,3,-0.449,2,-0.572,1,-1.104,4,0.225
48190440,Alberta,535,1,-1.239,2,-0.782,2,-0.675,3,-0.289
48190444,Alberta,640,1,-0.999,1,-0.829,1,-1.004,3,-0.149
48190446,Alberta,885,1,-1.109,1,-0.803,1,-1.187,4,0.368
48190448,Alberta,2135,1,-1.135,2,-0.671,1,-1.349,2,-0.36
48190451,Alberta,215,1,-1.462,2,-0.61,2,-0.668,5,0.63
48190452,Alberta,475,1,-0.866,1,-0.88,1,-1.368,1,-0.708
48190453,Alberta,680,5,1.933,4,0.38,2,-0.719,4,0.437
48190454,Alberta,425,2,-0.526,4,-0.045,1,-1.499,4,0.084
48190455,Alberta,785,2,-0.709,3,-0.35,1,-2.032,1,-0.738
48190456,Alberta,200,5,1.755,4,0.568,1,-0.891,5,1.829
48190457,Alberta,1160,3,-0.178,4,-0.082,1,-1.622,3,-0.168
48190458,Alberta,1790,2,-0.516,3,-0.463,1,-1.58,4,0.147
48190459,Alberta,330,1,-0.896,1,-0.865,2,-0.452,4,0.156
48190461,Alberta,500,4,0.135,2,-0.581,2,-0.33,3,-0.048
48190463,Alberta,115,3,-0.157,3,-0.492,2,-0.358,5,6.568
48190464,Alberta,300,2,-0.699,1,-0.968,2,-0.704,4,0.333
48190467,Alberta,1125,1,-0.96,3,-0.413,1,-1.654,1,-0.655
48190468,Alberta,1060,3,-0.412,3,-0.481,1,-1.921,1,-0.718
48190470,Alberta,1865,3,-0.112,2,-0.554,1,-0.983,5,0.592
59010124,British Columbia,630,2,-0.58,1,-0.801,2,-0.453,4,0.313
59010125,British Columbia,460,3,-0.283,2,-0.779,4,0.455,3,-0.177
59010126,British Columbia,1300,4,0.384,3,-0.446,3,-0.105,2,-0.483
59010128,British Columbia,705,4,0.349,2,-0.623,2,-0.408,4,0.035
59010129,British Columbia,500,4,0.418,3,-0.256,2,-0.325,3,-0.238
59010130,British Columbia,585,5,1.147,1,-0.962,4,0.461,2,-0.46
59010131,British Columbia,610,4,0.036,2,-0.569,2,-0.439,3,-0.226
59010132,British Columbia,660,3,-0.46,2,-0.618,2,-0.424,3,-0.07
59010133,British Columbia,740,2,-0.606,2,-0.76,4,0.242,1,-1.07
59010135,British Columbia,680,2,-0.49,3,-0.334,2,-0.469,3,-0.299
59010136,British Columbia,145,3,-0.408,2,-0.654,5,0.77,5,2.751
59010137,British Columbia,635,3,-0.207,1,-0.886,5,1.051,1,-0.669
59010139,British Columbia,845,2,-0.491,2,-0.749,4,0.144,4,0.32
59010140,British Columbia,535,2,-0.808,2,-0.748,5,1.728,1,-0.805
59010141,British Columbia,265,3,-0.163,1,-0.808,5,1.202,4,0.282
59010142,British Columbia,520,3,-0.266,1,-0.896,5,0.845,3,-0.173
59010143,British Columbia,660,1,-0.891,1,-0.837,4,0.215,1,-0.735
59010146,British Columbia,145,1,-0.864,3,-0.462,1,-0.824,5,4.394
59010149,British Columbia,530,1,-1.019,1,-0.908,4,0.327,1,-0.689
59010150,British Columbia,640,2,-0.767,2,-0.755,4,0.385,4,0.207
59010151,British Columbia,630,3,-0.31,2,-0.769,5,1.198,1,-0.677
59010152,British Columbia,580,3,-0.304,1,-0.912,3,-0.278,3,-0.153
59010153,British Columbia,740,4,0.315,1,-0.805,4,0.474,3,-0.265
59010154,British Columbia,550,3,-0.433,2,-0.7,5,0.764,4,0.158
59010155,British Columbia,540,3,-0.137,1,-0.886,2,-0.563,3,-0.012
59010156,British Columbia,1465,4,0.311,2,-0.65,3,0.044,1,-0.806
59010157,British Columbia,460,3,-0.073,2,-0.606,2,-0.667,4,0.344
59010158,British Columbia,620,3,-0.195,2,-0.708,1,-0.964,2,-0.556
59010159,British Columbia,360,4,0.504,1,-0.945,3,0,2,-0.645
59010160,British Columbia,480,2,-0.65,2,-0.691,1,-1.089,5,0.593
59010161,British Columbia,465,4,0.302,2,-0.631,4,0.507,2,-0.457
59010162,British Columbia,415,3,-0.074,2,-0.634,3,-0.211,2,-0.382
59010163,British Columbia,350,1,-1.048,1,-0.843,4,0.494,1,-0.714
59010164,British Columbia,1125,1,-0.887,2,-0.75,3,-0.294,2,-0.473
59010165,British Columbia,900,1,-0.906,2,-0.714,3,-0.121,2,-0.475
59010166,British Columbia,485,4,0.303,3,-0.456,1,-0.887,5,1.181
59010167,British Columbia,510,3,-0.131,2,-0.54,2,-0.477,3,-0.09
59010168,British Columbia,420,2,-0.5,1,-0.81,3,-0.074,4,0.314
59010169,British Columbia,685,1,-0.969,2,-0.578,3,-0.174,1,-0.673
59010170,British Columbia,420,1,-0.985,1,-0.894,3,-0.118,1,-0.818
59010171,British Columbia,580,1,-1.029,2,-0.683,3,-0.19,4,0.312
59010172,British Columbia,365,3,-0.368,1,-0.912,5,0.807,4,0.429
59010173,British Columbia,335,5,0.97,3,-0.266,2,-0.368,5,1.151
59010174,British Columbia,455,2,-0.55,2,-0.734,3,-0.3,4,0.441
59010175,British Columbia,405,1,-0.916,2,-0.681,2,-0.318,3,-0.187
59010176,British Columbia,1000,2,-0.597,2,-0.722,3,-0.02,2,-0.475
59010177,British Columbia,525,3,-0.08,2,-0.671,3,-0.142,3,-0.09
59010178,British Columbia,575,2,-0.538,1,-0.946,2,-0.444,2,-0.354
59010179,British Columbia,470,3,-0.137,1,-0.811,3,0.01,3,-0.076
59010180,British Columbia,590,1,-1.26,1,-0.984,4,0.404,2,-0.466
59010181,British Columbia,725,1,-1.319,1,-0.816,1,-1.373,1,-1.02
59010183,British Columbia,450,4,0.425,4,-0.026,4,0.119,2,-0.582
59010184,British Columbia,620,4,0.201,4,0.223,1,-1.133,5,0.663
59010185,British Columbia,560,5,2.031,4,0.104,5,0.962,3,-0.179
59010186,British Columbia,380,5,1.312,2,-0.532,3,0.086,5,1.024
59010187,British Columbia,480,4,0.317,4,-0.074,3,-0.298,4,0.178
59010188,British Columbia,425,5,1.897,3,-0.221,5,0.702,5,0.851
59010189,British Columbia,345,5,2.092,3,-0.443,2,-0.37,5,1.384
59010190,British Columbia,420,4,0.719,2,-0.693,4,0.309,5,0.499
